Filename,AI_Percentage,AI_Word_Count
1387.txt,1.953125,10
1388.txt,0.42253521126760557,3
1389.txt,0.9569377990430622,2
139.txt,0.0,0
1390.txt,7.048458149779736,16
1392.txt,0.0,0
1393.txt,0.1984126984126984,2
1395.txt,0.15042117930204574,5
1396.txt,4.926534140017287,57
1397.txt,0.0,0
1398.txt,2.6128266033254155,11
1399.txt,0.0,0
14.txt,0.0,0
140.txt,3.125,1
1400.txt,0.0,0
1401.txt,0.0,0
1402.txt,1.9122609673790776,17
1403.txt,0.0,0
1404.txt,0.0,0
1405.txt,1.7467248908296942,4
1406.txt,1.2658227848101267,9
1407.txt,3.076923076923077,6
1408.txt,6.862745098039216,7
1409.txt,0.7476635514018692,4
141.txt,2.9197080291970803,4
1410.txt,1.0752688172043012,1
1413.txt,0.0,0
1414.txt,0.0,0
1415.txt,0.0,0
1416.txt,0.0,0
1417.txt,0.2364066193853428,2
1418.txt,0.0,0
1419.txt,0.0,0
1421.txt,0.0,0
1422.txt,3.549060542797495,51
1423.txt,0.0,0
1424.txt,0.0,0
1427.txt,0.0,0
1428.txt,0.0,0
1429.txt,10.666666666666668,24
143.txt,0.8629989212513484,8
1430.txt,0.11273957158962795,1
1431.txt,0.0,0
1432.txt,1.5927189988623434,14
1433.txt,0.0,0
1435.txt,0.4728132387706856,2
1436.txt,0.0,0
1438.txt,0.0,0
1439.txt,6.41025641025641,25
144.txt,0.07707129094412332,2
1440.txt,1.3029315960912053,4
1441.txt,1.7130620985010707,8
1442.txt,2.3255813953488373,3
1443.txt,0.0,0
1444.txt,0.6666666666666667,1
1445.txt,8.49056603773585,9
1446.txt,3.969270166453265,31
1447.txt,0.0,0
1448.txt,0.0,0
1449.txt,1.8274111675126905,18
145.txt,0.0,0
1450.txt,0.0,0
1451.txt,2.399127589967285,22
1452.txt,0.6269592476489028,2
1456.txt,0.24360535931790497,2
1457.txt,8.150470219435736,26
1458.txt,4.709647919524463,103
1459.txt,1.4256619144602851,7
146.txt,0.4100761570005858,7
1460.txt,2.4111675126903553,19
1461.txt,0.0,0
1462.txt,2.7210884353741496,4
1463.txt,0.0,0
1465.txt,0.16556291390728478,1
1466.txt,0.26490066225165565,2
1467.txt,0.0,0
147.txt,0.0,0
1470.txt,0.0,0
1471.txt,2.857142857142857,11
1473.txt,0.0,0
1474.txt,0.0,0
1477.txt,0.33707865168539325,3
1478.txt,0.0,0
1479.txt,0.0,0
148.txt,0.2006688963210702,9
1480.txt,0.0,0
1481.txt,0.0,0
1482.txt,5.646359583952452,38
1483.txt,6.845965770171149,28
1484.txt,0.22805017103762829,2
1485.txt,4.209621993127148,49
1486.txt,0.4032258064516129,1
1487.txt,0.0,0
1488.txt,0.4625735912531539,11
1489.txt,7.01219512195122,23
149.txt,0.4098360655737705,2
1490.txt,0.0,0
1491.txt,0.0,0
1492.txt,4.0241448692152915,20
1493.txt,0.1460920379839299,2
1495.txt,0.0,0
1497.txt,0.0,0
1498.txt,1.4492753623188406,5
1499.txt,0.0,0
15.txt,1.3289036544850499,4
150.txt,0.0,0
1500.txt,2.6737967914438503,5
1501.txt,0.09195402298850575,2
1502.txt,0.3836317135549872,3
1503.txt,0.6888633754305395,6
1504.txt,0.11668611435239205,2
1505.txt,0.30120481927710846,1
1506.txt,0.0,0
1507.txt,0.06389776357827476,1
1508.txt,4.142857142857142,29
1509.txt,1.3333333333333335,2
151.txt,0.0,0
1510.txt,0.0,0
1512.txt,7.971014492753622,22
1514.txt,0.0,0
1515.txt,0.0,0
1516.txt,4.3478260869565215,1
1517.txt,1.639344262295082,1
1518.txt,3.125,4
1519.txt,0.9803921568627451,6
152.txt,0.6147540983606558,3
1520.txt,0.0,0
1521.txt,0.0,0
1522.txt,0.24827183331710642,51
1524.txt,1.256281407035176,5
1525.txt,0.0,0
1526.txt,0.2808988764044944,1
1527.txt,0.591715976331361,2
1528.txt,6.293706293706294,45
1529.txt,2.1812080536912752,13
153.txt,10.526315789473683,20
1532.txt,0.0,0
1533.txt,0.2640612622128334,10
1534.txt,0.0,0
1535.txt,1.545595054095827,10
1536.txt,0.5333333333333333,2
1537.txt,0.0,0
1539.txt,1.8062397372742198,11
154.txt,0.0,0
1540.txt,1.6051364365971106,10
1542.txt,0.0,0
1544.txt,0.8968609865470852,12
1545.txt,0.33557046979865773,3
1546.txt,0.3755868544600939,4
1547.txt,0.0,0
155.txt,0.0,0
1551.txt,0.0,0
1552.txt,2.640642939150402,23
1555.txt,23.076923076923077,3
1557.txt,1.7571884984025559,11
156.txt,0.0,0
1560.txt,0.0851063829787234,1
1561.txt,0.0,0
1562.txt,0.0,0
1563.txt,0.0,0
1564.txt,0.5181347150259068,1
1565.txt,1.3761467889908259,3
1566.txt,0.0,0
1567.txt,0.0,0
1569.txt,0.0,0
1570.txt,0.0,0
1571.txt,0.0,0
1572.txt,4.449648711943794,19
1573.txt,0.0,0
1574.txt,2.119205298013245,16
1575.txt,0.06863417982155114,1
1576.txt,1.4925373134328357,4
1577.txt,0.0,0
1578.txt,3.096539162112933,17
1579.txt,6.666666666666667,28
158.txt,2.087994034302759,28
1580.txt,0.0,0
1581.txt,3.56020942408377,34
1582.txt,0.0,0
1583.txt,0.156128024980484,2
1585.txt,0.0,0
1586.txt,0.0,0
159.txt,0.0,0
1590.txt,1.023890784982935,3
1591.txt,0.0,0
1592.txt,0.6309148264984227,2
1594.txt,0.23432923257176333,8
1595.txt,0.0,0
1596.txt,5.72289156626506,57
1598.txt,0.0,0
1599.txt,0.0,0
160.txt,0.0,0
1600.txt,0.0,0
1601.txt,0.0,0
1603.txt,0.6448641179180101,14
1604.txt,0.764525993883792,5
1606.txt,7.633587786259542,20
1607.txt,2.380952380952381,7
1608.txt,0.0,0
1609.txt,0.9578544061302682,10
161.txt,0.5882352941176471,1
1610.txt,0.7092198581560284,2
1611.txt,0.0,0
1612.txt,7.6138147566719,97
1613.txt,0.34965034965034963,1
1614.txt,0.3913894324853229,2
1615.txt,2.719033232628399,18
1616.txt,0.0,0
1617.txt,4.2105263157894735,24
162.txt,0.031496062992125984,1
1621.txt,0.12484394506866417,6
1622.txt,1.2072434607645874,6
1623.txt,0.0,0
1624.txt,3.075030750307503,50
1625.txt,0.0,0
1626.txt,5.325443786982249,36
1627.txt,2.5899280575539567,18
1628.txt,3.427719821162444,23
1629.txt,0.1266357112705783,3
163.txt,0.07722007722007722,1
1630.txt,0.05839075090505664,5
1631.txt,0.0,0
1633.txt,0.2886002886002886,2
1634.txt,10.16949152542373,18
1636.txt,0.8915304606240713,6
1637.txt,0.2222222222222222,1
1638.txt,6.593406593406594,12
164.txt,0.0,0
1640.txt,0.02493143854400399,1
1641.txt,0.09803921568627451,1
1642.txt,0.0,0
1643.txt,0.0,0
1646.txt,0.0,0
1647.txt,2.941176470588235,10
1649.txt,2.4752475247524752,10
165.txt,0.2909796314258002,3
1653.txt,0.0,0
1655.txt,4.878048780487805,6
1656.txt,2.3952095808383236,12
1657.txt,0.0,0
1659.txt,1.2658227848101267,1
166.txt,0.0,0
1660.txt,0.0,0
1661.txt,6.206896551724138,27
1662.txt,1.9083969465648856,20
1663.txt,7.5,45
1664.txt,0.08284023668639054,7
1665.txt,0.0,0
1666.txt,0.24183796856106407,2
1667.txt,0.0,0
1668.txt,1.4726840855106889,31
1669.txt,2.3529411764705883,4
167.txt,0.0,0
1670.txt,0.0,0
1671.txt,0.0,0
1672.txt,5.263157894736842,7
1673.txt,2.564102564102564,1
1674.txt,0.0,0
1676.txt,1.4285714285714286,9
1678.txt,0.0,0
1679.txt,0.0,0
168.txt,0.18214936247723132,2
1681.txt,0.0,0
1682.txt,0.0,0
1683.txt,0.1799640071985603,3
1687.txt,4.761904761904762,18
1688.txt,0.0,0
169.txt,0.2770083102493075,2
1690.txt,0.0,0
1691.txt,7.2796934865900385,19
1692.txt,0.0,0
1693.txt,0.0,0
1694.txt,7.6923076923076925,15
1695.txt,0.0,0
1696.txt,9.433962264150944,10
1697.txt,1.729106628242075,6
1699.txt,0.5586592178770949,1
17.txt,0.3875968992248062,2
1700.txt,1.3605442176870748,6
1701.txt,4.68497576736672,29
1703.txt,3.4782608695652173,8
1704.txt,1.4827018121911038,9
1705.txt,0.8695652173913043,1
1706.txt,0.0,0
1707.txt,1.1869436201780417,4
1709.txt,0.0,0
171.txt,0.0,0
1710.txt,0.2688172043010753,1
1711.txt,0.0,0
1714.txt,0.28735632183908044,1
1715.txt,0.2937720329024677,5
1716.txt,0.0,0
1717.txt,0.0,0
1719.txt,0.17889087656529518,1
1720.txt,0.0,0
1721.txt,2.42914979757085,18
1722.txt,0.0,0
1724.txt,0.0,0
1725.txt,0.0,0
1726.txt,0.10214504596527069,2
1727.txt,1.3888888888888888,5
1729.txt,0.0,0
173.txt,0.0744047619047619,1
1730.txt,0.5524861878453038,1
1731.txt,0.0,0
1732.txt,0.0,0
1733.txt,0.40666937779585194,10
1734.txt,0.11854583772391993,54
1735.txt,0.0,0
1737.txt,2.127659574468085,10
1738.txt,0.0,0
1740.txt,0.0,0
1743.txt,0.0,0
1744.txt,0.0,0
1747.txt,2.0618556701030926,2
1748.txt,0.0,0
1749.txt,0.0,0
175.txt,0.0,0
1750.txt,0.0,0
1751.txt,2.380952380952381,7
1752.txt,6.666666666666667,28
1753.txt,3.0303030303030303,21
1754.txt,0.0,0
1755.txt,0.0,0
1756.txt,0.0,0
1757.txt,0.0,0
1758.txt,2.1164021164021163,4
1759.txt,0.0,0
176.txt,0.0,0
1760.txt,0.0,0
1761.txt,0.5277044854881267,4
1762.txt,3.455723542116631,16
1764.txt,0.2510460251046025,3
1765.txt,0.0,0
1766.txt,0.0,0
1767.txt,0.0,0
1768.txt,0.0,0
177.txt,0.0,0
1772.txt,0.0,0
1773.txt,0.5286529921759358,25
1774.txt,0.2890173410404624,2
1775.txt,0.2705139765554554,3
1776.txt,0.3703703703703704,2
1777.txt,0.0,0
1778.txt,1.8344075359444718,37
1779.txt,3.733528550512445,51
178.txt,0.273972602739726,1
1780.txt,0.0,0
1781.txt,0.7512520868113522,9
1782.txt,0.41067761806981523,2
1783.txt,0.0,0
1785.txt,0.07320644216691069,1
1786.txt,0.0,0
1787.txt,0.34843205574912894,2
1788.txt,1.465201465201465,4
1789.txt,0.5988023952095809,1
179.txt,4.099050366630605,341
1792.txt,0.0,0
1793.txt,0.0,0
1794.txt,1.6216216216216217,3
1795.txt,0.0,0
1796.txt,0.0,0
1797.txt,0.21231422505307856,5
1798.txt,2.13903743315508,20
1799.txt,1.7543859649122806,1
18.txt,0.0,0
180.txt,0.0,0
1800.txt,0.0,0
1801.txt,0.0,0
1802.txt,0.0,0
1804.txt,0.0,0
1805.txt,0.0,0
1806.txt,0.0,0
1807.txt,0.23696682464454977,1
181.txt,1.631321370309951,10
1810.txt,0.0,0
1811.txt,1.2253233492171545,18
1812.txt,0.1564945226917058,1
1813.txt,0.0,0
1814.txt,6.488549618320611,51
1815.txt,0.0,0
1817.txt,0.17953321364452424,1
1818.txt,13.333333333333334,2
182.txt,0.061124694376528114,1
1820.txt,0.0,0
1821.txt,0.0,0
1822.txt,0.0,0
1823.txt,0.9506833036244802,32
1824.txt,0.0784313725490196,1
1825.txt,0.0,0
1826.txt,0.0,0
1827.txt,0.0,0
1828.txt,0.0,0
1829.txt,0.0,0
183.txt,2.7559055118110236,7
1830.txt,0.4005340453938585,6
1831.txt,0.0,0
1832.txt,0.8152173913043478,3
1833.txt,0.4618937644341801,2
1834.txt,2.8846153846153846,27
1835.txt,0.9538950715421303,12
1836.txt,0.5725190839694656,3
1837.txt,0.2347417840375587,2
1838.txt,3.902439024390244,16
1839.txt,0.7633587786259541,1
1840.txt,8.724832214765101,39
1842.txt,0.0,0
1843.txt,0.0,0
1844.txt,0.0,0
1845.txt,0.0,0
1846.txt,0.7518796992481203,1
1847.txt,2.1505376344086025,4
1848.txt,3.0864197530864197,20
1849.txt,1.5358361774744027,9
185.txt,1.9855595667870036,11
1851.txt,0.0,0
1852.txt,0.4694835680751174,1
1853.txt,0.0,0
1854.txt,7.142857142857142,29
1855.txt,0.4778972520908005,4
1857.txt,0.0,0
1858.txt,1.440922190201729,10
1859.txt,1.3020833333333335,5
186.txt,0.0,0
1860.txt,0.0,0
1861.txt,2.080237741456166,14
1862.txt,0.0,0
1863.txt,2.3391812865497075,4
1864.txt,0.0,0
1867.txt,0.3262642740619902,2
1868.txt,0.40733197556008144,2
1869.txt,0.0,0
187.txt,0.5882352941176471,4
1870.txt,0.966183574879227,2
1871.txt,0.0,0
1872.txt,0.0,0
1873.txt,0.7874015748031495,1
1875.txt,0.10131712259371835,4
1876.txt,2.7586206896551726,4
1877.txt,0.0,0
1878.txt,0.17123287671232876,1
188.txt,5.376344086021505,35
1880.txt,0.9345794392523363,6
1881.txt,0.2222222222222222,1
1884.txt,3.150242326332795,39
1885.txt,5.739514348785872,26
1886.txt,0.0,0
1887.txt,9.535452322738386,78
1888.txt,0.17331022530329288,2
1889.txt,0.2136752136752137,1
1890.txt,0.12239902080783352,1
1891.txt,0.0,0
1892.txt,2.7096774193548385,21
1894.txt,0.9546539379474941,4
1895.txt,4.662004662004662,20
1897.txt,0.0,0
1898.txt,0.0,0
1899.txt,0.0,0
19.txt,0.0,0
190.txt,0.4914004914004914,2
1900.txt,3.9647577092511015,18
1901.txt,0.0,0
1902.txt,0.3486750348675035,5
1904.txt,6.666666666666667,19
1905.txt,0.8695652173913043,13
1906.txt,0.0,0
1907.txt,0.0,0
1908.txt,0.14218009478672985,3
1909.txt,0.0,0
191.txt,0.0,0
1911.txt,0.0,0
1912.txt,0.0,0
1914.txt,0.22271714922048996,1
1915.txt,0.0,0
1916.txt,0.0,0
1917.txt,0.9870918754745633,13
1918.txt,0.0,0
192.txt,0.9523809523809524,2
1920.txt,0.30864197530864196,3
1921.txt,0.0,0
1922.txt,0.0,0
1924.txt,0.47244094488188976,3
1925.txt,2.857142857142857,9
1926.txt,0.0,0
1928.txt,0.38961038961038963,3
1929.txt,0.0,0
1930.txt,0.0,0
1932.txt,8.736559139784946,65
1933.txt,4.033379694019471,29
1934.txt,0.3110419906687403,8
1935.txt,0.0,0
1936.txt,2.5821596244131455,11
1937.txt,1.9867549668874174,21
1938.txt,1.1173184357541899,14
1939.txt,1.9966722129783694,12
194.txt,0.0,0
1940.txt,0.37064492216456635,5
1941.txt,0.0,0
1942.txt,5.555555555555555,9
1943.txt,0.0,0
1946.txt,0.0,0
1948.txt,2.2058823529411766,12
195.txt,8.898305084745763,21
1950.txt,0.0,0
1951.txt,0.0,0
1952.txt,0.15873015873015872,1
1953.txt,3.8356164383561646,28
1954.txt,0.45454545454545453,4
1955.txt,0.0,0
1956.txt,1.1827956989247312,11
1957.txt,0.15873015873015872,4
1959.txt,0.0,0
196.txt,0.0,0
1960.txt,0.23866348448687352,2
1961.txt,0.0,0
1962.txt,0.0,0
1963.txt,2.147239263803681,7
1964.txt,0.0,0
1965.txt,0.0,0
1968.txt,0.0,0
1969.txt,2.0713463751438432,18
197.txt,2.1505376344086025,4
1970.txt,1.8518518518518516,20
1971.txt,0.0,0
1972.txt,0.6600660066006601,8
1973.txt,0.24691358024691357,1
1974.txt,1.7307692307692308,9
1975.txt,0.4405286343612335,1
1976.txt,0.390625,1
1979.txt,1.2605042016806722,6
1980.txt,0.08450704225352113,3
1981.txt,0.0,0
1982.txt,1.6646848989298455,14
1983.txt,0.0,0
1984.txt,0.0,0
1986.txt,0.0,0
1987.txt,0.0,0
1988.txt,6.918238993710692,33
1989.txt,2.5544703230653645,34
199.txt,0.8359456635318705,8
1990.txt,0.49019607843137253,4
1991.txt,1.2232415902140672,4
1992.txt,0.0,0
1994.txt,0.0,0
1995.txt,0.0,0
1996.txt,0.0,0
1997.txt,0.5025125628140703,4
1998.txt,0.0,0
1999.txt,0.0,0
2.txt,0.5734310289901242,18
20.txt,0.0,0
2000.txt,0.16863406408094433,1
2001.txt,2.3001725129384707,40
2002.txt,4.0,32
2003.txt,3.4562211981566824,30
2004.txt,0.13020833333333331,2
2005.txt,0.08040739748056822,3
2006.txt,0.5494505494505495,3
2007.txt,0.3105590062111801,1
2008.txt,0.0,0
2009.txt,1.7456359102244388,14
201.txt,0.4574565416285453,5
2010.txt,0.0,0
2011.txt,0.0,0
2012.txt,0.3105590062111801,1
2013.txt,1.015228426395939,2
2016.txt,0.0,0
2017.txt,4.0051679586563305,31
2018.txt,0.0,0
2019.txt,0.10976948408342481,1
202.txt,0.0,0
2020.txt,0.4812319538017324,5
2021.txt,0.16218721037998146,14
2022.txt,0.2364066193853428,1
2023.txt,4.609929078014184,26
2024.txt,0.0,0
2025.txt,0.2414486921529175,6
2026.txt,0.0,0
2027.txt,0.0,0
2028.txt,0.22087244616234128,4
203.txt,10.0,1
2030.txt,0.6024096385542169,2
2032.txt,0.684931506849315,5
2034.txt,3.79746835443038,15
2035.txt,0.0,0
2036.txt,0.0,0
2037.txt,0.15360983102918588,1
2038.txt,2.968960863697706,22
2039.txt,1.0178117048346056,4
204.txt,0.10460251046025104,1
2040.txt,1.9569471624266144,10
2042.txt,2.5551277563878196,73
2043.txt,0.0,0
2044.txt,4.1551246537396125,15
2045.txt,0.0,0
2046.txt,1.5097690941385435,17
2048.txt,0.0,0
205.txt,0.9375,3
2051.txt,0.0,0
2054.txt,0.0,0
2055.txt,1.3888888888888888,1
2057.txt,0.0,0
2059.txt,0.0,0
206.txt,0.0711997152011392,2
2060.txt,0.0,0
2061.txt,0.0,0
2062.txt,1.4814814814814816,4
2063.txt,0.0,0
2064.txt,0.0,0
2065.txt,0.9592326139088728,4
2066.txt,0.12925463162429987,9
2067.txt,0.0,0
2068.txt,0.0,0
2069.txt,0.1558846453624318,2
207.txt,0.0,0
2071.txt,2.872531418312388,16
2072.txt,0.0,0
2073.txt,7.664233576642336,21
2074.txt,2.8311425682507583,28
2076.txt,4.81283422459893,9
2078.txt,0.881057268722467,6
